       Step     Time          Energy         fmax
GPMin:   16 16:03:26       -4.785974        0.0275
GPMin:   17 16:03:30       -4.788798        0.0248
GPMin:   18 16:03:34       -4.790875        0.0221
GPMin:   19 16:03:38       -4.791837        0.0170
       Step     Time          Energy         fmax
GPMin:    0 16:03:47       -4.311395        0.1963
GPMin:    1 16:03:53       -4.357827        0.2831
GPMin:    2 16:03:59       -4.443491        0.1871
GPMin:    3 16:04:05       -4.524878        0.2059
GPMin:    4 16:04:11       -4.619640        0.2122
GPMin:    5 16:04:16       -4.712528        0.1898
GPMin:    6 16:04:21       -4.774610        0.1175
GPMin:    7 16:04:26       -4.794097        0.0558
GPMin:    8 16:04:30       -4.801320        0.0677
GPMin:    9 16:04:36       -4.814366        0.0527
GPMin:   10 16:04:41       -4.831737        0.0682
GPMin:   11 16:04:46       -4.850017        0.0676
GPMin:   12 16:04:51       -4.868117        0.0581
GPMin:   13 16:04:56       -4.880806        0.0391
GPMin:   14 16:05:01       -4.885786        0.0315
GPMin:   15 16:05:05       -4.887001        0.0243
GPMin:   16 16:05:10       -4.888716        0.0197
       Step     Time          Energy         fmax
GPMin:    0 16:05:21       -3.675381        0.1897
GPMin:    1 16:05:27       -3.849608        0.1528
GPMin:    2 16:05:33       -3.925368        0.1341
GPMin:    3 16:05:37       -3.965846        0.0852
GPMin:    4 16:05:41       -3.974704        0.0571
GPMin:    5 16:05:46       -3.984388        0.0373
GPMin:    6 16:05:50       -3.989859        0.0277
GPMin:    7 16:05:54       -3.991529        0.0201
GPMin:    8 16:05:58       -3.992415        0.0111
       Step     Time          Energy         fmax
GPMin:    0 16:06:10       -3.912670        0.3137
GPMin:    1 16:06:17       -4.078012        0.2951
GPMin:    2 16:06:23       -4.178806        0.2432
GPMin:    3 16:06:29       -4.247005        0.1881
GPMin:    4 16:06:35       -4.304034        0.1497
GPMin:    5 16:06:40       -4.366735        0.1263
GPMin:    6 16:06:45       -4.426220        0.1253
GPMin:    7 16:06:50       -4.482255        0.1539
GPMin:    8 16:06:55       -4.532352        0.1601
GPMin:    9 16:07:00       -4.591306        0.1812
GPMin:   10 16:07:05       -4.639462        0.1823
GPMin:   11 16:07:10       -4.684900        0.1672
GPMin:   12 16:07:16       -4.730803        0.1011
GPMin:   13 16:07:21       -4.749576        0.0680
GPMin:   14 16:07:25       -4.760673        0.0598
GPMin:   15 16:07:30       -4.772152        0.0517
GPMin:   16 16:07:35       -4.778105        0.0593
GPMin:   17 16:07:39       -4.786259        0.0489
GPMin:   18 16:07:44       -4.793222        0.0497
GPMin:   19 16:07:48       -4.803160        0.0628
GPMin:   20 16:07:54       -4.816093        0.0575
GPMin:   21 16:07:59       -4.834740        0.0627
GPMin:   22 16:08:04       -4.855161        0.0708
GPMin:   23 16:08:09       -4.880387        0.0775
GPMin:   24 16:08:14       -4.903222        0.0764
GPMin:   25 16:08:19       -4.921919        0.0571
GPMin:   26 16:08:23       -4.930081        0.0431
GPMin:   27 16:08:28       -4.931685        0.0328
GPMin:   28 16:08:32       -4.932653        0.0172
       Step     Time          Energy         fmax
GPMin:    0 16:08:42       -3.970589        0.8447
GPMin:    1 16:08:49       -4.261488        0.2293
GPMin:    2 16:08:55       -4.328358        0.2526
GPMin:    3 16:09:01       -4.421217        0.2123
GPMin:    4 16:09:07       -4.488772        0.1712
GPMin:    5 16:09:12       -4.535769        0.1587
GPMin:    6 16:09:19       -4.598140        0.1327
GPMin:    7 16:09:24       -4.612814        0.1244
GPMin:    8 16:09:29       -4.655193        0.1316
GPMin:    9 16:09:34       -4.699582        0.0916
GPMin:   10 16:09:39       -4.730291        0.0874
GPMin:   11 16:09:44       -4.759846        0.0892
GPMin:   12 16:09:49       -4.788671        0.0770
GPMin:   13 16:09:54       -4.813411        0.0788
GPMin:   14 16:09:59       -4.837481        0.0736
GPMin:   15 16:10:04       -4.855624        0.0633
GPMin:   16 16:10:09       -4.869516        0.0574
GPMin:   17 16:10:14       -4.879484        0.0424
GPMin:   18 16:10:19       -4.883811        0.0362
GPMin:   19 16:10:23       -4.885687        0.0315
GPMin:   20 16:10:28       -4.887373        0.0236
GPMin:   21 16:10:32       -4.888561        0.0242
GPMin:   22 16:10:37       -4.889397        0.0126
       Step     Time          Energy         fmax
GPMin:    0 16:10:46       -4.292640        0.3501
GPMin:    1 16:10:53       -4.436696        0.1585
GPMin:    2 16:10:58       -4.481279        0.1256
GPMin:    3 16:11:04       -4.517753        0.1283
GPMin:    4 16:11:09       -4.566494        0.1287
GPMin:    5 16:11:15       -4.625706        0.1278
GPMin:    6 16:11:21       -4.683718        0.1233
GPMin:    7 16:11:26       -4.729411        0.1025
GPMin:    8 16:11:31       -4.764358        0.0979
GPMin:    9 16:11:36       -4.799395        0.1101
GPMin:   10 16:11:42       -4.837415        0.0795
GPMin:   11 16:11:47       -4.867686        0.0762
GPMin:   12 16:11:52       -4.889612        0.0719
GPMin:   13 16:11:56       -4.906236        0.0551
GPMin:   14 16:12:01       -4.915993        0.0431
GPMin:   15 16:12:05       -4.922778        0.0466
GPMin:   16 16:12:09       -4.928680        0.0340
GPMin:   17 16:12:14       -4.931912        0.0187
       Step     Time          Energy         fmax
GPMin:    0 16:12:25       -3.770583        1.0940
GPMin:    1 16:12:33       -4.227819        0.4584
GPMin:    2 16:12:39       -4.370263        0.2684
GPMin:    3 16:12:46       -4.418583        0.1989
GPMin:    4 16:12:52       -4.444142        0.1662
GPMin:    5 16:12:58       -4.471927        0.1264
GPMin:    6 16:13:04       -4.485805        0.1268
