      Step     Time          Energy         fmax
BFGS:   18 10:21:34       -5.818423        0.5821
BFGS:   19 10:21:34       -5.850180        0.4565
BFGS:   20 10:21:34       -5.869442        0.4459
BFGS:   21 10:21:34       -5.897750        0.4850
BFGS:   22 10:21:34       -5.914102        0.5483
BFGS:   23 10:21:34       -5.940698        0.5130
BFGS:   24 10:21:34       -5.962041        0.4566
BFGS:   25 10:21:34       -5.982935        0.4117
BFGS:   26 10:21:34       -5.991219        0.3371
BFGS:   27 10:21:34       -6.002510        0.3153
BFGS:   28 10:21:34       -6.011266        0.2862
BFGS:   29 10:21:34       -6.019428        0.2889
BFGS:   30 10:21:35       -6.026314        0.2716
BFGS:   31 10:21:35       -6.039420        0.3250
BFGS:   32 10:21:35       -6.068879        0.3667
BFGS:   33 10:21:35       -6.124666        0.6320
BFGS:   34 10:21:35       -6.165105        0.8062
BFGS:   35 10:21:35       -6.217479        0.8276
BFGS:   36 10:21:35       -6.315407        1.3267
BFGS:   37 10:21:35       -6.380903        1.1729
BFGS:   38 10:21:35       -6.432806        1.0484
BFGS:   39 10:21:35       -6.491776        0.6614
BFGS:   40 10:21:35       -6.570769        0.6434
BFGS:   41 10:21:35       -6.662179        0.6776
BFGS:   42 10:21:35       -6.704911        0.3898
BFGS:   43 10:21:35       -6.718368        0.3487
BFGS:   44 10:21:35       -6.728613        0.2683
BFGS:   45 10:21:35       -6.733419        0.2522
BFGS:   46 10:21:35       -6.740302        0.1612
BFGS:   47 10:21:35       -6.743018        0.1385
BFGS:   48 10:21:35       -6.744882        0.1279
BFGS:   49 10:21:35       -6.746467        0.1505
BFGS:   50 10:21:35       -6.750208        0.2225
BFGS:   51 10:21:35       -6.756277        0.2870
BFGS:   52 10:21:35       -6.765756        0.3091
BFGS:   53 10:21:35       -6.780167        0.4521
BFGS:   54 10:21:35       -6.808343        0.8326
BFGS:   55 10:21:35       -6.833530        1.1589
BFGS:   56 10:21:35       -6.837752        1.3174
BFGS:   57 10:21:35       -6.916591        0.9932
BFGS:   58 10:21:35       -6.958141        0.7163
BFGS:   59 10:21:35       -7.006907        0.6046
BFGS:   60 10:21:35       -7.051206        0.5704
BFGS:   61 10:21:35       -7.079401        0.3984
BFGS:   62 10:21:35       -7.091415        0.3652
BFGS:   63 10:21:35       -7.097622        0.3047
BFGS:   64 10:21:35       -7.101667        0.2614
BFGS:   65 10:21:35       -7.113326        0.2451
BFGS:   66 10:21:35       -7.124789        0.2140
