       Step     Time          Energy         fmax
GPMin:    0 10:48:15       -4.298740        1.5208
GPMin:    1 10:48:20       -5.329193        0.7169
GPMin:    2 10:48:24       -5.725636        0.3063
GPMin:    3 10:48:29       -5.857009        0.0948
GPMin:    4 10:48:34       -5.873029        0.0164
       Step     Time          Energy         fmax
GPMin:    0 10:48:43       -4.295574        1.2936
GPMin:    1 10:48:49       -5.218644        0.6421
GPMin:    2 10:48:55       -5.577565        0.3362
GPMin:    3 10:49:01       -5.703147        0.1593
GPMin:    4 10:49:06       -5.727755        0.0905
GPMin:    5 10:49:10       -5.732307        0.0759
GPMin:    6 10:49:16       -5.751265        0.0779
GPMin:    7 10:49:20       -5.753549        0.0689
GPMin:    8 10:49:25       -5.759693        0.0564
GPMin:    9 10:49:29       -5.764899        0.0623
GPMin:   10 10:49:34       -5.775069        0.0644
GPMin:   11 10:49:39       -5.787167        0.0663
GPMin:   12 10:49:43       -5.801400        0.0685
GPMin:   13 10:49:48       -5.819928        0.0790
GPMin:   14 10:49:54       -5.839976        0.0741
GPMin:   15 10:49:59       -5.855105        0.0559
GPMin:   16 10:50:03       -5.863106        0.0399
GPMin:   17 10:50:08       -5.866456        0.0402
GPMin:   18 10:50:13       -5.869498        0.0354
GPMin:   19 10:50:17       -5.870389        0.0309
GPMin:   20 10:50:21       -5.872206        0.0259
GPMin:   21 10:50:25       -5.872714        0.0211
GPMin:   22 10:50:29       -5.873290        0.0087
